Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	2	NA	NA	NA	NA	NA	NA
VALK_AML_CLUSTER_8	2	NA	NA	NA	NA	NA	NA
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	2	NA	NA	NA	NA	NA	NA
REACTOME_TELOMERE_MAINTENANCE	2	NA	NA	NA	NA	NA	NA
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	2	NA	NA	NA	NA	NA	NA
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	2	NA	NA	NA	NA	NA	NA
TERAMOTO_OPN_TARGETS_CLUSTER_6	2	NA	NA	NA	NA	NA	NA
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	2	NA	NA	NA	NA	NA	NA
BIOCARTA_NFAT_PATHWAY	2	NA	NA	NA	NA	NA	NA
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	2	NA	NA	NA	NA	NA	NA
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	2	NA	NA	NA	NA	NA	NA
REACTOME_INTRINSIC_PATHWAY	2	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_CD2_DN	2	NA	NA	NA	NA	NA	NA
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	2	NA	NA	NA	NA	NA	NA
REACTOME_MITOTIC_G2_G2_M_PHASES	2	NA	NA	NA	NA	NA	NA
MORI_IMMATURE_B_LYMPHOCYTE_UP	2	NA	NA	NA	NA	NA	NA
WINTER_HYPOXIA_DN	2	NA	NA	NA	NA	NA	NA
CROMER_TUMORIGENESIS_DN	2	NA	NA	NA	NA	NA	NA
KEGG_STEROID_HORMONE_BIOSYNTHESIS	2	NA	NA	NA	NA	NA	NA
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	2	NA	NA	NA	NA	NA	NA
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	2	NA	NA	NA	NA	NA	NA
CHEN_LUNG_CANCER_SURVIVAL	2	NA	NA	NA	NA	NA	NA
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	2	NA	NA	NA	NA	NA	NA
ROSS_LEUKEMIA_WITH_MLL_FUSIONS	2	NA	NA	NA	NA	NA	NA
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	2	NA	NA	NA	NA	NA	NA
FIGUEROA_AML_METHYLATION_CLUSTER_3_UP	2	NA	NA	NA	NA	NA	NA
HUANG_FOXA2_TARGETS_DN	2	NA	NA	NA	NA	NA	NA
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER	2	NA	NA	NA	NA	NA	NA
CASTELLANO_NRAS_TARGETS_UP	2	NA	NA	NA	NA	NA	NA
WANG_TNF_TARGETS	2	NA	NA	NA	NA	NA	NA
BIOCARTA_PLATELETAPP_PATHWAY	2	NA	NA	NA	NA	NA	NA
BIOCARTA_CASPASE_PATHWAY	2	NA	NA	NA	NA	NA	NA
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	2	NA	NA	NA	NA	NA	NA
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	2	NA	NA	NA	NA	NA	NA
KEEN_RESPONSE_TO_ROSIGLITAZONE_DN	2	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	2	NA	NA	NA	NA	NA	NA
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	2	NA	NA	NA	NA	NA	NA
BIOCARTA_P53HYPOXIA_PATHWAY	2	NA	NA	NA	NA	NA	NA
BIOCARTA_FAS_PATHWAY	2	NA	NA	NA	NA	NA	NA
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	2	NA	NA	NA	NA	NA	NA
PENG_GLUCOSE_DEPRIVATION_UP	2	NA	NA	NA	NA	NA	NA
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	2	NA	NA	NA	NA	NA	NA
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	2	NA	NA	NA	NA	NA	NA
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	2	NA	NA	NA	NA	NA	NA
TOMLINS_PROSTATE_CANCER_DN	2	NA	NA	NA	NA	NA	NA
REACTOME_COMMON_PATHWAY	2	NA	NA	NA	NA	NA	NA
BROWNE_HCMV_INFECTION_4HR_UP	2	NA	NA	NA	NA	NA	NA
PID_DELTA_NP63_PATHWAY	2	NA	NA	NA	NA	NA	NA
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	2	NA	NA	NA	NA	NA	NA
BIOCARTA_CK1_PATHWAY	2	NA	NA	NA	NA	NA	NA
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	2	NA	NA	NA	NA	NA	NA
HOWLIN_CITED1_TARGETS_1_UP	2	NA	NA	NA	NA	NA	NA
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	2	NA	NA	NA	NA	NA	NA
TING_SILENCED_BY_DICER	2	NA	NA	NA	NA	NA	NA
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	2	NA	NA	NA	NA	NA	NA
BIOCARTA_PARKIN_PATHWAY	2	NA	NA	NA	NA	NA	NA
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	2	NA	NA	NA	NA	NA	NA
BIOCARTA_KERATINOCYTE_PATHWAY	2	NA	NA	NA	NA	NA	NA
PID_RET_PATHWAY	2	NA	NA	NA	NA	NA	NA
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	2	NA	NA	NA	NA	NA	NA
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	2	NA	NA	NA	NA	NA	NA
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	2	NA	NA	NA	NA	NA	NA
DIRMEIER_LMP1_RESPONSE_LATE_DN	2	NA	NA	NA	NA	NA	NA
PID_IGF1_PATHWAY	2	NA	NA	NA	NA	NA	NA
TONG_INTERACT_WITH_PTTG1	2	NA	NA	NA	NA	NA	NA
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	2	NA	NA	NA	NA	NA	NA
WU_ALZHEIMER_DISEASE_DN	2	NA	NA	NA	NA	NA	NA
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	2	NA	NA	NA	NA	NA	NA
PID_INSULIN_PATHWAY	2	NA	NA	NA	NA	NA	NA
BIOCARTA_PROTEASOME_PATHWAY	2	NA	NA	NA	NA	NA	NA
REACTOME_TIGHT_JUNCTION_INTERACTIONS	2	NA	NA	NA	NA	NA	NA
DEMAGALHAES_AGING_UP	2	NA	NA	NA	NA	NA	NA
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	2	NA	NA	NA	NA	NA	NA
BOYLAN_MULTIPLE_MYELOMA_C_UP	2	NA	NA	NA	NA	NA	NA
REACTOME_ZINC_TRANSPORTERS	2	NA	NA	NA	NA	NA	NA
BECKER_TAMOXIFEN_RESISTANCE_UP	2	NA	NA	NA	NA	NA	NA
KEGG_GLIOMA	2	NA	NA	NA	NA	NA	NA
PID_INTEGRIN5_PATHWAY	2	NA	NA	NA	NA	NA	NA
PID_ERBB4_PATHWAY	2	NA	NA	NA	NA	NA	NA
BIOCARTA_CFTR_PATHWAY	2	NA	NA	NA	NA	NA	NA
ROVERSI_GLIOMA_COPY_NUMBER_DN	2	NA	NA	NA	NA	NA	NA
HECKER_IFNB1_TARGETS	2	NA	NA	NA	NA	NA	NA
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	2	NA	NA	NA	NA	NA	NA
BIOCARTA_NUCLEARRS_PATHWAY	2	NA	NA	NA	NA	NA	NA
REACTOME_PURINE_CATABOLISM	2	NA	NA	NA	NA	NA	NA
LEE_CALORIE_RESTRICTION_MUSCLE_DN	2	NA	NA	NA	NA	NA	NA
PID_BMP_PATHWAY	2	NA	NA	NA	NA	NA	NA
LUI_THYROID_CANCER_PAX8_PPARG_UP	2	NA	NA	NA	NA	NA	NA
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_DN	2	NA	NA	NA	NA	NA	NA
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	2	NA	NA	NA	NA	NA	NA
WONG_PROTEASOME_GENE_MODULE	2	NA	NA	NA	NA	NA	NA
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP	2	NA	NA	NA	NA	NA	NA
ONDER_CDH1_SIGNALING_VIA_CTNNB1	2	NA	NA	NA	NA	NA	NA
PEART_HDAC_PROLIFERATION_CLUSTER_DN	3	NA	NA	NA	NA	NA	NA
ST_P38_MAPK_PATHWAY	3	NA	NA	NA	NA	NA	NA
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	3	NA	NA	NA	NA	NA	NA
WENG_POR_TARGETS_LIVER_DN	3	NA	NA	NA	NA	NA	NA
SWEET_KRAS_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
DANG_REGULATED_BY_MYC_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	3	NA	NA	NA	NA	NA	NA
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	3	NA	NA	NA	NA	NA	NA
CORRE_MULTIPLE_MYELOMA_UP	3	NA	NA	NA	NA	NA	NA
PID_P75_NTR_PATHWAY	3	NA	NA	NA	NA	NA	NA
KANG_DOXORUBICIN_RESISTANCE_DN	3	NA	NA	NA	NA	NA	NA
WANG_LSD1_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP	3	NA	NA	NA	NA	NA	NA
ZHANG_PROLIFERATING_VS_QUIESCENT	3	NA	NA	NA	NA	NA	NA
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	3	NA	NA	NA	NA	NA	NA
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12	3	NA	NA	NA	NA	NA	NA
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	3	NA	NA	NA	NA	NA	NA
PID_TGFBR_PATHWAY	3	NA	NA	NA	NA	NA	NA
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	3	NA	NA	NA	NA	NA	NA
KEGG_HUNTINGTONS_DISEASE	3	NA	NA	NA	NA	NA	NA
BIOCARTA_DEATH_PATHWAY	3	NA	NA	NA	NA	NA	NA
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	3	NA	NA	NA	NA	NA	NA
KEGG_MTOR_SIGNALING_PATHWAY	3	NA	NA	NA	NA	NA	NA
FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	3	NA	NA	NA	NA	NA	NA
VARELA_ZMPSTE24_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
LEE_AGING_CEREBELLUM_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	3	NA	NA	NA	NA	NA	NA
CUI_TCF21_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	3	NA	NA	NA	NA	NA	NA
MCCLUNG_COCAINE_REWARD_5D	3	NA	NA	NA	NA	NA	NA
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	3	NA	NA	NA	NA	NA	NA
GAVIN_FOXP3_TARGETS_CLUSTER_T7	3	NA	NA	NA	NA	NA	NA
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	3	NA	NA	NA	NA	NA	NA
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN	3	NA	NA	NA	NA	NA	NA
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	3	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN	3	NA	NA	NA	NA	NA	NA
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	3	NA	NA	NA	NA	NA	NA
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	3	NA	NA	NA	NA	NA	NA
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	3	NA	NA	NA	NA	NA	NA
CHEBOTAEV_GR_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
PID_UPA_UPAR_PATHWAY	3	NA	NA	NA	NA	NA	NA
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	3	NA	NA	NA	NA	NA	NA
MIKKELSEN_MEF_ICP_WITH_H3K27ME3	3	NA	NA	NA	NA	NA	NA
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	3	NA	NA	NA	NA	NA	NA
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	3	NA	NA	NA	NA	NA	NA
WATTEL_AUTONOMOUS_THYROID_ADENOMA_UP	3	NA	NA	NA	NA	NA	NA
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	3	NA	NA	NA	NA	NA	NA
JIANG_AGING_CEREBRAL_CORTEX_UP	3	NA	NA	NA	NA	NA	NA
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	3	NA	NA	NA	NA	NA	NA
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	3	NA	NA	NA	NA	NA	NA
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	3	NA	NA	NA	NA	NA	NA
BILD_SRC_ONCOGENIC_SIGNATURE	3	NA	NA	NA	NA	NA	NA
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	3	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	3	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	3	NA	NA	NA	NA	NA	NA
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	3	NA	NA	NA	NA	NA	NA
ROLEF_GLIS3_TARGETS	3	NA	NA	NA	NA	NA	NA
REACTOME_RNA_POL_II_TRANSCRIPTION	3	NA	NA	NA	NA	NA	NA
YANG_MUC2_TARGETS_DUODENUM_6MO_DN	3	NA	NA	NA	NA	NA	NA
GENTLES_LEUKEMIC_STEM_CELL_UP	3	NA	NA	NA	NA	NA	NA
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	3	NA	NA	NA	NA	NA	NA
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	3	NA	NA	NA	NA	NA	NA
KANNAN_TP53_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	3	NA	NA	NA	NA	NA	NA
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	3	NA	NA	NA	NA	NA	NA
PID_AVB3_INTEGRIN_PATHWAY	3	NA	NA	NA	NA	NA	NA
REACTOME_TRNA_AMINOACYLATION	3	NA	NA	NA	NA	NA	NA
KEGG_NOTCH_SIGNALING_PATHWAY	3	NA	NA	NA	NA	NA	NA
HEIDENBLAD_AMPLICON_12P11_12_UP	3	NA	NA	NA	NA	NA	NA
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	3	NA	NA	NA	NA	NA	NA
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	3	NA	NA	NA	NA	NA	NA
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	3	NA	NA	NA	NA	NA	NA
YEGNASUBRAMANIAN_PROSTATE_CANCER	3	NA	NA	NA	NA	NA	NA
MCDOWELL_ACUTE_LUNG_INJURY_DN	3	NA	NA	NA	NA	NA	NA
ST_ERK1_ERK2_MAPK_PATHWAY	3	NA	NA	NA	NA	NA	NA
ODONNELL_METASTASIS_UP	3	NA	NA	NA	NA	NA	NA
LI_LUNG_CANCER	3	NA	NA	NA	NA	NA	NA
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	3	NA	NA	NA	NA	NA	NA
REACTOME_G_PROTEIN_ACTIVATION	3	NA	NA	NA	NA	NA	NA
LIM_MAMMARY_LUMINAL_PROGENITOR_UP	3	NA	NA	NA	NA	NA	NA
NABA_COLLAGENS	3	NA	NA	NA	NA	NA	NA
JAIN_NFKB_SIGNALING	3	NA	NA	NA	NA	NA	NA
MOOTHA_GLYCOGEN_METABOLISM	3	NA	NA	NA	NA	NA	NA
PID_ARF6_TRAFFICKING_PATHWAY	3	NA	NA	NA	NA	NA	NA
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	3	NA	NA	NA	NA	NA	NA
MORI_MATURE_B_LYMPHOCYTE_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	3	NA	NA	NA	NA	NA	NA
KEGG_PANCREATIC_CANCER	3	NA	NA	NA	NA	NA	NA
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	3	NA	NA	NA	NA	NA	NA
LAU_APOPTOSIS_CDKN2A_UP	3	NA	NA	NA	NA	NA	NA
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN	3	NA	NA	NA	NA	NA	NA
PID_SMAD2_3PATHWAY	3	NA	NA	NA	NA	NA	NA
SMIRNOV_RESPONSE_TO_IR_2HR_DN	3	NA	NA	NA	NA	NA	NA
FAELT_B_CLL_WITH_VH3_21_UP	3	NA	NA	NA	NA	NA	NA
JIANG_AGING_HYPOTHALAMUS_UP	3	NA	NA	NA	NA	NA	NA
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	3	NA	NA	NA	NA	NA	NA
PID_P73PATHWAY	3	NA	NA	NA	NA	NA	NA
HARRIS_HYPOXIA	3	NA	NA	NA	NA	NA	NA
LABBE_TARGETS_OF_TGFB1_AND_WNT3A_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	3	NA	NA	NA	NA	NA	NA
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	3	NA	NA	NA	NA	NA	NA
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_INSULIN_RECEPTOR_RECYCLING	3	NA	NA	NA	NA	NA	NA
CHIBA_RESPONSE_TO_TSA_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_METAL_ION_SLC_TRANSPORTERS	3	NA	NA	NA	NA	NA	NA
BIOCARTA_GATA3_PATHWAY	3	NA	NA	NA	NA	NA	NA
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	3	NA	NA	NA	NA	NA	NA
BOYLAN_MULTIPLE_MYELOMA_PCA3_DN	3	NA	NA	NA	NA	NA	NA
STOSSI_RESPONSE_TO_ESTRADIOL	3	NA	NA	NA	NA	NA	NA
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	3	NA	NA	NA	NA	NA	NA
REACTOME_GLUTATHIONE_CONJUGATION	3	NA	NA	NA	NA	NA	NA
IRITANI_MAD1_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
FUJII_YBX1_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	3	NA	NA	NA	NA	NA	NA
GALE_APL_WITH_FLT3_MUTATED_UP	3	NA	NA	NA	NA	NA	NA
CHIBA_RESPONSE_TO_TSA	3	NA	NA	NA	NA	NA	NA
PID_HNF3A_PATHWAY	3	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	3	NA	NA	NA	NA	NA	NA
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP	3	NA	NA	NA	NA	NA	NA
WESTON_VEGFA_TARGETS_6HR	3	NA	NA	NA	NA	NA	NA
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	3	NA	NA	NA	NA	NA	NA
PID_CERAMIDE_PATHWAY	3	NA	NA	NA	NA	NA	NA
KEGG_GAP_JUNCTION	3	NA	NA	NA	NA	NA	NA
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	3	NA	NA	NA	NA	NA	NA
NADLER_OBESITY_UP	3	NA	NA	NA	NA	NA	NA
DOANE_BREAST_CANCER_CLASSES_DN	3	NA	NA	NA	NA	NA	NA
KEGG_PYRUVATE_METABOLISM	3	NA	NA	NA	NA	NA	NA
KEGG_GNRH_SIGNALING_PATHWAY	3	NA	NA	NA	NA	NA	NA
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	3	NA	NA	NA	NA	NA	NA
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS	3	NA	NA	NA	NA	NA	NA
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	3	NA	NA	NA	NA	NA	NA
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	3	NA	NA	NA	NA	NA	NA
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	3	NA	NA	NA	NA	NA	NA
ELVIDGE_HYPOXIA_BY_DMOG_UP	3	NA	NA	NA	NA	NA	NA
TIAN_TNF_SIGNALING_NOT_VIA_NFKB	3	NA	NA	NA	NA	NA	NA
WU_HBX_TARGETS_3_UP	3	NA	NA	NA	NA	NA	NA
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	3	NA	NA	NA	NA	NA	NA
PID_TXA2PATHWAY	3	NA	NA	NA	NA	NA	NA
WANG_RESPONSE_TO_BEXAROTENE_UP	3	NA	NA	NA	NA	NA	NA
PID_TCR_CALCIUM_PATHWAY	3	NA	NA	NA	NA	NA	NA
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	3	NA	NA	NA	NA	NA	NA
MCCLUNG_DELTA_FOSB_TARGETS_2WK	3	NA	NA	NA	NA	NA	NA
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	3	NA	NA	NA	NA	NA	NA
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	3	NA	NA	NA	NA	NA	NA
BARIS_THYROID_CANCER_UP	3	NA	NA	NA	NA	NA	NA
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	3	NA	NA	NA	NA	NA	NA
GENTILE_UV_RESPONSE_CLUSTER_D7	3	NA	NA	NA	NA	NA	NA
COLDREN_GEFITINIB_RESISTANCE_UP	3	NA	NA	NA	NA	NA	NA
GENTILE_UV_RESPONSE_CLUSTER_D4	3	NA	NA	NA	NA	NA	NA
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	3	NA	NA	NA	NA	NA	NA
LIU_COMMON_CANCER_GENES	3	NA	NA	NA	NA	NA	NA
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	3	NA	NA	NA	NA	NA	NA
VERNELL_RETINOBLASTOMA_PATHWAY_DN	3	NA	NA	NA	NA	NA	NA
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	3	NA	NA	NA	NA	NA	NA
KEGG_AXON_GUIDANCE	3	NA	NA	NA	NA	NA	NA
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	3	NA	NA	NA	NA	NA	NA
KIM_MYC_AMPLIFICATION_TARGETS_DN	3	NA	NA	NA	NA	NA	NA
NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	3	NA	NA	NA	NA	NA	NA
PID_NFAT_TFPATHWAY	3	NA	NA	NA	NA	NA	NA
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	3	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_CD2_UP	3	NA	NA	NA	NA	NA	NA
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	3	NA	NA	NA	NA	NA	NA
MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP	3	NA	NA	NA	NA	NA	NA
LEONARD_HYPOXIA	3	NA	NA	NA	NA	NA	NA
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	3	NA	NA	NA	NA	NA	NA
ZWANG_EGF_INTERVAL_UP	3	NA	NA	NA	NA	NA	NA
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	3	NA	NA	NA	NA	NA	NA
CROMER_TUMORIGENESIS_UP	3	NA	NA	NA	NA	NA	NA
REACTOME_CHOLESTEROL_BIOSYNTHESIS	3	NA	NA	NA	NA	NA	NA
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	3	NA	NA	NA	NA	NA	NA
HUANG_FOXA2_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
HENDRICKS_SMARCA4_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
DARWICHE_PAPILLOMA_PROGRESSION_RISK	3	NA	NA	NA	NA	NA	NA
RICKMAN_HEAD_AND_NECK_CANCER_E	3	NA	NA	NA	NA	NA	NA
DELASERNA_MYOD_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	3	NA	NA	NA	NA	NA	NA
BYSTROEM_CORRELATED_WITH_IL5_UP	3	NA	NA	NA	NA	NA	NA
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	3	NA	NA	NA	NA	NA	NA
HU_GENOTOXIC_DAMAGE_24HR	3	NA	NA	NA	NA	NA	NA
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	3	NA	NA	NA	NA	NA	NA
FRIDMAN_SENESCENCE_UP	3	NA	NA	NA	NA	NA	NA
FIGUEROA_AML_METHYLATION_CLUSTER_3_DN	3	NA	NA	NA	NA	NA	NA
ABBUD_LIF_SIGNALING_1_DN	3	NA	NA	NA	NA	NA	NA
NOJIMA_SFRP2_TARGETS_UP	3	NA	NA	NA	NA	NA	NA
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN	3	NA	NA	NA	NA	NA	NA
NABA_ECM_AFFILIATED	3	NA	NA	NA	NA	NA	NA
KIM_GERMINAL_CENTER_T_HELPER_UP	3	NA	NA	NA	NA	NA	NA
ROZANOV_MMP14_TARGETS_SUBSET	3	NA	NA	NA	NA	NA	NA
BILBAN_B_CLL_LPL_DN	3	NA	NA	NA	NA	NA	NA
